ship_type,engine_power_kw,sfoc,cargo_load_pct,avg_speed_knots,distance_nm,wave_height_m,wind_speed_mps,current_speed_mps,monsoon_season,fuel_consumption_tons
Container,11913.77956,166.5416831,72.36052891,15.15148172,2981.536266,2.669844584,12.60979044,-1.774448774,0,739.299452
Bulk Carrier,17401.94817,178.6446798,95.60297108,16.05124822,1886.598671,2.927433304,15.05561896,-1.967480017,0,791.4045031
Tanker,22521.65142,189.1825693,90.48465092,16.25913085,2693.515973,2.207464524,8.641676542,-1.101852651,1,1258.497679
Bulk Carrier,15394.46217,160.0,56.00053222,14.49856855,679.78284,3.637848682,5.902977709,-1.178256371,1,200.0169462
Bulk Carrier,13598.03677,195.554637,83.30978914,19.18704046,3193.205696,1.010814386,9.351143106,0.452350202,1,734.1769315
Bulk Carrier,17719.86065,188.3499545,58.89117608,11.37739988,4605.926665,4.84396884,5.642778913,0.817498697,0,2179.477206
Bulk Carrier,21691.57391,160.0,88.72977664,11.48645912,863.3623673,3.502988841,2.676956723,-1.338947823,0,378.5221903
Bulk Carrier,17350.24616,180.0106832,71.08998094,12.87476307,4105.605226,3.164843377,13.65086987,-0.552187299,0,1858.657427
Container,14497.34046,187.9224761,79.29445288,14.27803856,5293.671324,5.147247589,2.244597535,-1.632231299,0,1685.974968
Container,28047.52,160.33,80.12,19.74,25.23,0.71,6.63,0.58,0,6.8491
Bulk Carrier,14132.83942,193.6326165,52.96895436,17.73837329,1718.555825,4.306867675,3.811833849,0.139724349,0,373.0005634
Container,14005.04,184.79,81.52,15.96,99.64,1.29,2.19,0.31,0,19.9995
Bulk Carrier,13670.63931,190.8265311,41.32559653,13.37966237,784.009685,4.943488679,9.379963223,0.546178223,1,288.4301681
Bulk Carrier,17461.77875,187.14315,68.9842309,10.13515938,3077.902352,1.83436723,7.784756717,-1.024849703,0,1697.02565
Container,18515.74465,179.261375,56.91157647,14.55281691,3798.143115,2.125341987,5.183510074,-0.989427005,1,1448.374753
Bulk Carrier,17080.54,180.25,53.51,13.26,154.94,1.79,3.03,1.23,1,40.8854
Container,13595.30294,189.677212,63.0185632,14.62995039,5759.855421,5.835698794,10.19212833,-1.17640093,0,1984.909344
Bulk Carrier,18207.04226,160.0,45.16775002,10.99034924,5405.836149,5.09464976,11.16476932,1.297709159,0,2497.995585
Bulk Carrier,20626.92,180.03,75.09,14.33,76.73,1.19,3.86,0.67,0,23.9131
Container,22833.56407,160.0,56.81797202,14.44830212,2972.562078,4.549466829,14.88465873,-0.818657304,1,1723.371519
Container,8492.46,162.71,90.16,18.19,12.51,1.73,2.39,0.79,1,1.0818
Container,20272.02705,169.9102496,67.52982213,18.54301212,523.1502265,2.604669835,3.085867759,0.174144877,0,126.0591119
Container,20066.33713,190.1727306,86.83306793,15.25622582,5766.5237,4.225611355,17.65906424,-0.618297707,0,3147.096555
Bulk Carrier,17309.764,203.9338957,41.33188774,15.61505011,2475.866916,3.657979031,12.89573512,0.764808534,1,1060.741788
Container,25285.1,165.67,95.39,11.0,155.93,1.58,2.14,1.16,0,68.3583
Bulk Carrier,11699.33262,182.6160545,91.37216142,14.18521935,1970.731221,5.312918857,15.09416947,-1.809101764,0,680.9647462
Tanker,16097.01175,191.8190765,48.63999066,12.71265031,4618.2192,2.291746933,4.95943323,-0.50100518,1,1880.704405
Bulk Carrier,14436.79816,189.7625807,75.66215035,13.87563097,641.143175,3.069013664,3.543265012,-1.526843654,1,228.7518381
Tanker,11906.71757,160.0,74.54931019,16.30893321,540.3223964,5.695439215,2.217635881,-0.214194851,0,107.8576611
Bulk Carrier,20438.48002,160.0,83.1857386,12.19616797,3645.108776,1.127062492,14.67783375,1.800098799,0,1700.415216
Tanker,22958.49328,208.3711937,97.77620469,17.9954415,932.4068835,5.488592719,9.891277214,0.887945788,0,456.8660214
Tanker,11652.97892,160.0,43.88308618,11.80639128,1270.561978,3.395864019,15.07108693,1.925563103,0,337.5244805
Bulk Carrier,10805.90124,197.6697829,90.56138029,15.52950443,916.2747821,4.1488602,8.100219389,0.51872631,1,253.3055163
Container,12376.13245,174.4493325,47.31572014,12.77798696,1710.969682,1.302450611,3.154278039,-0.912792999,0,393.5477122
Container,24432.09,183.28,78.83,13.63,149.5,1.97,6.22,0.78,1,52.0791
Container,15660.87,167.08,71.29,18.79,180.44,0.56,5.28,0.55,0,28.2031
Bulk Carrier,16198.47,176.07,67.72,18.69,125.78,0.95,6.52,0.69,0,22.2398
Tanker,17252.71479,200.2532226,74.48402968,8.0,3506.700519,1.600497808,9.023325601,1.18938789,0,2021.683894
Tanker,14555.50651,160.0,92.80627848,16.93633587,755.5064074,0.621866625,7.447336973,0.709865288,1,156.953977
Tanker,13897.81209,184.523798,72.19381079,14.79821521,3752.467513,1.689688743,9.390006049,-1.670995885,1,1290.678637
Container,14531.23579,162.3800037,74.43138975,13.05712272,3728.705823,2.968540155,17.18746993,1.504771752,1,1390.457752
Container,6060.710472,160.0,99.54399456,15.40614823,3573.30003,3.480458925,17.48125954,1.213252168,0,446.0998463
Container,16156.64659,160.0,96.60101142,9.01813987,4524.283001,1.364169287,8.924955115,0.205140389,0,2064.865442
Bulk Carrier,22786.71,178.07,86.46,16.9,14.14,2.06,5.33,0.91,0,3.8152
Container,15990.41751,183.7328004,48.82805081,17.77522169,4446.820765,3.638935223,5.523100248,1.691191127,0,1097.819785
Tanker,18062.00804,160.0,73.41791155,13.92969801,4088.953602,1.767109606,17.06286803,0.965748929,0,1617.402583
Bulk Carrier,18763.604,160.0,59.93650799,11.52349465,2637.727115,2.329119426,14.30992637,0.853455217,0,1101.782835
Tanker,7019.013668,182.2254087,82.81597635,13.09248815,2879.046843,2.008236491,11.25836372,1.094638219,0,498.4664867
Tanker,12393.34396,167.7309979,93.41727209,14.06806329,3138.10511,3.335989588,8.864362743,1.261150377,1,832.6517606
Bulk Carrier,18096.74931,160.0,86.55997128,13.89799067,2612.371505,5.694352742,13.38165117,0.98354556,0,1108.433394
Container,20376.32569,202.6045511,43.35570747,14.71417392,1567.097433,1.355962662,11.77242383,1.699911779,1,689.5783828
Bulk Carrier,19509.78571,169.3468945,70.4901256,18.91177361,4631.685191,4.050922665,12.06169421,-0.832685237,1,1539.941139
Container,19210.31855,202.3284935,41.27765725,12.35908476,2984.280805,5.353239513,4.252732403,-1.702891732,0,1646.110405
Tanker,21757.86631,220.0,81.29860862,10.88730246,2738.094872,0.807126696,7.882374403,-0.016122556,0,1726.904746
Tanker,10119.0572,202.7432247,68.78157677,11.34641033,3790.473348,1.803416996,4.894765032,-1.962251214,0,1012.625643
Tanker,15788.73647,162.5460794,43.89919552,15.45216403,3528.192446,5.126678612,5.985999973,0.266754374,0,983.539404
Container,19068.23191,160.0,54.2937696,13.18446843,4437.85605,3.55596694,10.92237928,-1.381069399,1,1876.682444
Container,9091.6,173.14,63.77,15.96,152.56,1.53,4.29,0.78,0,15.8745
Container,17233.07738,202.865568,89.56522957,10.19261382,1910.944853,4.763258645,7.515672423,-0.270131417,0,1167.196351
Bulk Carrier,13498.35505,204.6928382,83.37559828,9.309696848,4766.449936,1.926879666,7.048275819,-0.474025035,0,2314.126282
Container,14305.82371,160.0,77.13376293,10.78087829,2772.809532,2.058884573,12.39078093,-1.981551195,0,1165.096408
Tanker,12826.93063,201.9329579,42.60949711,16.41269849,3439.319742,0.876099705,5.82500075,0.596443262,0,682.0294742
Tanker,13990.99,169.36,90.54,13.2,228.33,2.45,5.6,0.31,1,50.4657
Container,17967.40811,194.9299793,63.53753757,11.62803571,5680.402754,4.280723373,17.98023704,-0.342982595,1,3604.562329
Bulk Carrier,12421.69268,198.5558527,79.94737366,16.26060832,5683.688101,2.245927487,8.198818067,-1.616192431,1,1607.973307
Container,15052.96549,160.0,94.19926895,17.66586143,4420.398343,2.51932672,15.9948188,0.317681194,0,1151.060901
Tanker,18028.36874,169.2198453,86.72617826,12.24001198,4934.258206,2.253266939,7.179191293,-1.298048259,0,2070.455509
Tanker,13253.00751,160.0,61.46487958,14.47906485,5967.80945,4.653351811,10.91450274,0.85995707,0,1427.49798
Tanker,13815.34966,171.3461617,79.59993198,13.77482715,5967.554203,2.663940044,12.52456949,-1.644056261,0,2037.42103
Bulk Carrier,20234.98624,160.0,73.30078909,13.34739264,1562.095471,4.030447512,7.412728595,-1.314052264,1,746.6770543
Bulk Carrier,13594.87679,182.1743054,79.29001529,14.70803759,3108.827001,2.668616438,6.781984511,-1.738297038,1,994.903297
Tanker,18009.20775,161.2334159,95.61188476,11.73480129,5435.725941,4.118325202,6.920648311,-1.366830508,0,2503.047715
Tanker,15992.20172,177.7594012,82.85363475,16.03691187,5295.046006,2.378921272,7.742206462,-1.789904086,1,1635.381678
Bulk Carrier,14160.63305,199.9587189,77.57101732,10.66955417,4705.630341,4.05352145,15.45053674,1.09256748,1,2532.648225
Container,12430.82,170.22,99.74,15.14,76.66,2.03,6.18,0.55,1,12.517
Container,15771.23135,174.1379141,70.76683177,11.5794564,4957.558167,1.064100304,17.84609322,0.311836327,1,2329.733755
Tanker,14339.07248,207.9240363,86.42120833,11.02906857,3873.137343,2.44897305,10.54059524,0.618122903,0,1843.190065
Tanker,13769.97,173.82,57.52,12.53,76.26,1.73,4.58,1.2,0,17.412
Container,16235.8896,195.8180095,57.27975242,11.57656882,1438.684314,1.243111235,10.12388978,-0.606827636,1,619.6039255
Container,15989.33092,160.0,55.68800838,12.86367045,3948.693673,3.854470041,5.315150946,-0.22981023,0,1128.856645
Container,14738.29309,200.520125,96.02122225,14.50996101,4016.717578,5.418646164,17.99785707,1.643101049,0,1743.046489
Container,16648.44378,220.0,41.11268778,19.30055724,4064.611849,4.690612247,5.813436089,1.629989001,0,1182.974916
Tanker,10676.42366,201.2408703,82.52761869,13.24478837,3409.578151,0.844940792,10.04586057,0.530504147,1,871.414576
Bulk Carrier,26892.30114,179.0515564,48.51809039,13.14394563,859.7389254,5.183166813,2.15963056,-1.712734126,0,492.3960511
Container,12023.89271,167.6050615,53.12078797,18.05676464,3966.778488,2.438556295,12.10133203,-0.92681596,0,790.8971165
Bulk Carrier,26547.84,177.38,58.95,18.79,103.9,2.21,4.74,0.24,0,28.9412
Container,13453.49421,164.4368257,93.85109234,19.89277782,3259.326876,1.583175126,6.831305175,-1.690962631,1,650.7958401
Container,11714.89672,174.0469849,43.94446171,14.15618977,2852.881426,5.463286538,9.747568393,0.049326622,0,699.4399948
Container,15164.917,160.0,69.51156539,14.96171197,5046.341869,5.856077069,14.45249231,0.871283021,1,1728.987858
Tanker,18993.46848,204.18403,74.78450938,13.89567493,2079.413286,5.502574611,9.954717467,1.95569221,0,1040.384018
Bulk Carrier,12727.99272,166.8943693,89.26576455,18.16522302,5698.060346,3.270671401,4.462983277,1.182078371,0,924.129896
Bulk Carrier,12878.46392,195.2997008,43.70811863,17.71771743,4677.209206,0.793314443,17.39360069,-0.211898074,0,1218.084989
Container,11807.89247,185.9824678,54.58609814,15.88068977,3103.515755,5.781428951,16.70510011,-1.767623093,0,1021.754591
Container,16797.42197,161.8806872,75.91759157,14.73591949,4208.447389,2.158050712,7.634827788,-1.066790263,0,1292.660846
Container,18163.29249,183.5484184,75.80588045,15.08194686,2295.382352,1.938075865,11.31343701,-1.060234488,1,961.3300947
Bulk Carrier,16873.02352,161.9022545,79.52659077,16.85270082,5261.910752,2.218665604,13.10160821,-1.666480347,0,1763.19038
Container,9078.84,189.84,71.27,16.13,219.81,2.56,4.17,0.8,1,26.5866
Container,17220.52898,172.8141676,91.15460636,10.55102756,4378.759504,0.842056678,11.60757822,-0.115557953,0,2164.062847
Bulk Carrier,12197.05936,164.5942864,77.11139139,11.74149748,5865.017503,4.777692752,5.520459608,0.56751437,0,1606.017838
Tanker,13408.41715,178.7625604,76.01499945,16.93890637,2765.840056,5.352738055,13.59374935,0.253670066,1,895.7666498
Container,16638.95453,170.4406042,90.50863718,15.4208136,5472.519611,2.874888429,3.945274282,0.319000341,0,1569.561027
Tanker,13373.26,169.9227222,60.28957108,14.72615774,2509.620958,0.753816037,3.150008523,0.177431377,1,504.5098352
Tanker,11693.95802,196.1303631,47.87214787,16.37416865,540.7459315,3.73917654,11.84963871,1.857814109,0,119.8537532
Container,9534.628161,161.7292211,80.0116192,12.39944464,1121.08538,3.085194483,10.76048648,-1.00428695,1,265.5199768
Tanker,15014.34,180.93,53.31,9.5,85.32,2.81,6.34,0.86,0,30.201
Container,8768.401627,160.0,62.32084354,12.71593446,4455.951919,3.669546846,10.59328945,1.801433111,1,844.6440887
Bulk Carrier,12763.36977,162.5304982,80.37638241,9.350534543,1021.064345,5.021745102,13.90555271,1.78708931,0,408.3439527
Bulk Carrier,15529.26274,191.7863303,95.45001743,14.70843718,5927.10719,5.574319268,4.257027427,1.190126857,1,2145.243368
Container,20846.52843,192.2349917,56.78860352,13.77487752,3270.932114,3.562656304,6.540939265,-1.520235157,0,1560.891647
Container,8948.206263,161.6786923,53.77333586,13.35006031,5385.476722,5.349881838,8.884581451,-0.948903287,0,1029.597469
Bulk Carrier,17291.26489,217.2045399,42.30507365,13.84519268,565.2427129,2.030283248,9.485997397,1.593303868,0,218.875789
Tanker,19467.16724,171.5135017,75.84818598,15.40823274,5736.629633,1.305988159,14.58825956,1.490013135,1,2280.835046
Container,17992.56232,167.7975492,75.9965377,16.86419476,4998.724538,2.240344455,13.33159628,-0.356032396,1,1857.276515
Container,9576.216648,166.8026168,92.32577306,12.28066479,2008.601516,3.009311334,15.19165017,-1.517534774,0,543.5169899
Tanker,15697.97965,195.8952012,80.19342037,14.02279689,1901.472476,5.470272656,7.860357931,1.223378578,0,677.5334588
Tanker,15746.03125,209.6903501,45.39588375,16.47493092,2720.721234,3.51460447,5.119548017,-1.420110848,0,818.5057077
Container,17580.26931,196.6064933,72.19549025,13.255337,2148.162002,5.687189819,8.845410666,-1.649251418,0,1182.919814
Bulk Carrier,16221.19916,162.2686653,65.33774922,13.07654321,5929.577187,0.751273393,6.463367688,-1.240235241,0,1812.599507
Container,15553.81873,160.0,63.05959178,15.16436452,3476.662373,4.208636238,10.88704598,-1.835883086,1,1111.364019
Bulk Carrier,20856.81052,200.3168973,60.9976019,12.26534209,2176.300716,0.538693928,15.68295687,-1.945284029,1,1564.426479
Container,13929.92931,193.5202326,83.50588748,11.16832866,4813.950751,1.564841227,16.29630413,-1.015211582,0,2281.198237
Tanker,19273.36377,168.1815111,62.19007865,12.71071809,5533.451048,2.498550222,2.413672182,-0.29687764,0,1993.158437
Tanker,15317.16095,185.566081,76.1524627,11.62330069,5957.569416,3.070696633,11.56069861,-1.943817659,0,2834.320987
Tanker,15796.10738,197.4267037,84.10896766,9.040356588,822.6940803,1.028683526,15.81525049,-0.123075888,0,541.3408091
Container,6664.23674,176.5468513,89.79264977,18.39993545,1276.482061,2.888581381,13.31767208,0.606043964,0,147.1849862
Container,10856.41238,177.5373796,42.26324516,13.89231924,4947.258268,2.079597129,10.68500743,-1.396525121,0,1127.170631
Bulk Carrier,18053.15305,185.2106323,55.67363601,15.73891809,4451.843897,4.961938135,4.381161174,1.671268369,1,1598.512177
Tanker,17096.80083,160.0,46.15960727,12.50470916,2624.64505,1.175667498,2.401642814,0.131026677,1,779.5405482
Tanker,17597.96302,200.5717147,73.43011159,13.31110836,3514.020005,2.593762014,13.19277814,1.507156289,1,1636.170741
Bulk Carrier,13043.78636,160.0,63.4033379,10.91372869,1123.241258,2.77461976,7.171973642,1.556638882,0,324.6822272
Bulk Carrier,13970.37288,177.661807,54.276906,12.27161526,1816.878564,0.9609653,8.431909899,-1.936056764,1,664.9521367
Container,19495.09243,160.0,77.56777642,16.32357146,1961.832026,0.547884097,11.7180919,1.016396981,0,561.9644309
Tanker,19265.86034,164.0617695,70.68806166,13.8893052,2517.150303,0.744618941,14.07924596,0.651699758,0,948.0440975
Tanker,13442.00223,176.2498285,99.52159599,15.52650465,527.3289326,4.759717499,12.12570977,-1.243068538,1,176.4610873
Tanker,9589.197736,181.8929081,91.61577359,13.97755331,2669.048623,3.285185948,3.561160647,1.148970572,1,537.5850718
Container,19167.17558,187.8521926,70.10619971,10.59887404,5491.033341,1.567436618,13.9395025,0.230185272,0,3296.411539
Bulk Carrier,9388.528829,201.3921699,57.86828678,18.42396883,4645.066877,1.05753817,13.64243096,0.800199929,1,879.1659454
Container,16813.68833,219.7691296,65.13231035,19.28129927,2495.383041,2.769406109,14.4545925,-1.903487164,1,926.5637497
Container,17816.47515,160.0,72.15281073,11.79786193,832.0137591,2.642881017,13.42670084,-0.162313934,1,404.8863295
Tanker,8714.44,167.49,81.62,18.3,267.57,2.11,3.39,0.53,0,22.7469
Container,15931.29225,180.0829148,92.27206454,14.75080429,4792.477804,5.927104813,10.92212763,-0.81122129,0,2021.208374
Tanker,12570.03615,165.2704751,76.29080364,14.24629464,3469.139734,3.951765475,10.06501407,-0.422932858,1,981.8723394
Tanker,10607.49,167.05,89.68,16.69,253.11,1.67,2.25,1.05,1,29.667
Tanker,13091.10206,160.0,59.08664437,13.78529434,890.2864486,3.505980125,4.968396706,0.866624937,1,216.8202133
Bulk Carrier,17061.91746,160.0,97.64672057,9.524513954,1676.436565,3.596258582,10.76630009,-0.460901836,0,897.3914447
Bulk Carrier,14378.63,177.84,87.16,16.17,175.49,2.42,2.22,0.81,1,29.5887
Bulk Carrier,5000.0,208.3037836,55.36826637,14.47938997,559.4365439,5.697396114,9.753914024,-1.302210818,1,79.63443982
Tanker,16225.49018,160.0,83.99092769,14.49886446,4515.099759,3.092950969,13.83446834,1.759676074,0,1534.899377
Bulk Carrier,16529.28755,189.9323941,96.38461173,14.38304622,5130.318696,3.488602966,5.494865967,-0.418906151,0,1856.680866
Container,10627.77844,161.4217653,59.68392566,15.49692677,3910.519891,2.275433729,8.818123965,0.393896643,0,694.8770323
Container,17358.53184,160.0,85.00776442,12.97684354,2130.524995,3.937468176,2.012958796,0.006275101,0,651.9607593
Container,22494.04,166.23,97.21,10.1,87.33,2.73,6.12,0.51,0,35.9587
Bulk Carrier,18063.9854,160.0,45.05875541,15.90958426,1546.230905,1.874283435,17.24773147,-1.65553943,1,565.0538616
Bulk Carrier,17700.16364,160.0,80.80212066,12.46121001,5581.39551,0.945078933,3.651528102,0.95494527,0,1647.720485
Tanker,14416.68146,203.2642471,61.96978076,14.74770399,1778.665368,5.753907065,7.964735047,-0.5721081,0,643.4059315
Bulk Carrier,11342.87766,172.1885719,71.53686214,10.08194679,2234.705675,5.450056386,10.65806583,-1.649718884,0,963.1650018
Tanker,18391.2041,190.133657,54.61042096,16.7358231,1689.66322,5.822589412,17.34760717,1.245980806,1,786.0509054
Bulk Carrier,21443.55,166.77,60.04,17.51,76.44,0.56,9.78,1.37,1,18.4231
Tanker,10402.49365,167.8459616,41.62175177,12.76076036,2106.944195,4.765833795,7.562946845,0.902049723,0,469.0987207
Container,17402.73,166.22,71.03,18.34,45.86,0.93,8.34,0.29,0,8.3839
Container,14366.44042,173.6886528,51.95284135,8.0,4779.836565,1.130866326,2.450304876,0.473106022,1,1901.995442
Bulk Carrier,20549.40945,213.2140176,80.84385122,12.3093863,2318.533491,1.642582411,17.23211266,-0.971239066,0,1719.40513
Bulk Carrier,16373.45561,195.3678885,48.71833523,14.20905997,5815.779908,5.048636158,15.49114379,-1.339268734,0,3048.138318
Tanker,20811.65458,185.4567112,70.20304301,11.73523292,1798.319364,1.358824382,12.60523886,1.094730374,0,972.1365214
Bulk Carrier,16274.92741,169.6131325,95.74057303,17.80854813,3793.670335,2.18552589,10.56377223,1.435112943,0,920.3710315
Container,10340.4568,171.0802977,90.77825056,16.31519506,4333.970173,5.385947622,4.297911582,-1.158556685,1,962.4072295
Tanker,18501.58125,186.5278564,77.09892585,12.22282974,2798.742777,2.367676787,5.658487189,-0.363304554,0,1315.856916
Bulk Carrier,16046.53751,190.5311844,67.09812386,13.54618482,5492.59028,4.251224275,4.212058528,0.295128583,1,2148.858975
Container,16150.51225,204.1628986,77.19858482,15.00485396,4375.810348,3.997030989,6.783279527,-1.36877687,0,1619.982606
Tanker,22306.93321,161.2828606,65.83077076,11.83418468,1953.705684,4.584228986,13.30439024,-0.145578222,0,1272.654077
Tanker,26159.18941,209.6176718,66.77825939,13.40625973,3469.683995,1.294904734,6.918498565,1.74351233,1,2159.244791
Container,12523.9067,183.2899485,56.59879321,11.86174453,5137.461545,5.136126802,14.53914829,-0.335363307,1,2185.551615
Tanker,18200.30706,192.6482533,85.04040079,10.87695837,3033.112048,2.557567881,15.71096008,-0.775198757,1,2113.129272
Container,10663.48573,172.01732,54.6377041,13.9135287,2634.833694,2.144798981,10.97857404,1.208689635,0,509.8677384
Container,14697.17493,167.151621,40.48523749,12.84532099,3042.262376,1.234312739,12.43700004,1.484520444,0,889.6961388
Tanker,9310.98,170.25,85.97,17.8,138.67,0.54,7.02,0.9,0,14.9525
Container,5209.15,164.04,71.47,13.52,21.8,1.34,3.56,0.83,0,1.6064
Tanker,19739.14806,160.0,67.16071665,11.32226817,1914.141246,3.426323625,7.086110778,1.656191331,0,804.8001705
Bulk Carrier,13607.82813,197.6441858,69.52099375,15.44597381,4576.392755,5.6094701,5.622301741,-0.34211594,0,1476.040628
Bulk Carrier,16943.66,184.62,86.35,18.32,203.42,0.87,9.79,0.74,0,42.2646
Bulk Carrier,13468.69744,160.0,69.61661825,14.27707714,4136.517727,4.642809365,13.10564074,-0.474631938,0,1165.443342
Tanker,29722.95,177.17,69.73,14.17,20.48,1.25,7.51,1.08,1,8.0386
Bulk Carrier,15034.81732,167.1542557,54.83999209,15.99347035,1975.191772,3.367545588,16.21947895,-1.586816609,0,643.6919863
Tanker,10971.55559,180.4869544,82.13459882,16.02870889,5626.565671,4.848605554,14.17042706,1.767263969,1,1472.797656
Tanker,8910.696338,196.2438825,62.5207512,15.70256706,4161.959092,2.332726684,6.206130449,-1.86784848,0,710.6837643
Container,16155.50864,191.8879729,49.66256899,17.08879805,3461.475253,0.847328648,5.258721861,1.498103109,0,758.630409
Tanker,8618.78,186.11,90.51,9.64,93.06,0.53,9.36,0.4,0,18.3789
Bulk Carrier,8950.41,170.46,86.53,10.84,62.18,0.88,2.26,0.48,0,10.7776
Tanker,18808.12053,161.0702908,42.35341187,16.60383993,3051.863893,4.772889073,5.721038154,1.731071983,1,943.5490039
Tanker,15547.74362,195.3342256,75.07690624,13.26497303,4135.922004,5.449518059,4.763577573,0.094460767,0,1659.470595
Bulk Carrier,16858.10369,171.8505525,43.35937292,12.24179699,1162.52425,4.486533914,4.893633508,-0.07358228,0,428.990055
Bulk Carrier,7339.470983,160.0,87.54573984,15.6190074,4685.683277,4.894575536,7.856882837,-1.109095459,0,618.6885937
Bulk Carrier,29249.75,180.33,93.0,16.58,114.83,1.69,4.39,1.39,0,40.2353
Bulk Carrier,14380.96396,193.816789,94.80220872,18.75937937,4270.938619,3.699059811,7.508946899,1.040347361,0,1037.049773
Tanker,20233.00972,173.1267862,57.13439551,13.63534513,2204.708823,1.884151768,11.86432764,0.677997572,0,933.9694631
Bulk Carrier,18690.80927,183.2604183,88.13170426,15.30603982,5369.873396,2.005098048,16.74213008,-0.766259178,1,2531.74132
Bulk Carrier,19819.92393,160.0,70.81004375,9.393323577,940.5727062,5.135069281,16.27733242,-1.292780975,1,751.5981972
Bulk Carrier,28067.17,163.62,96.57,18.48,146.93,2.3,4.69,0.12,0,44.2294
Container,14631.90184,160.0,77.22587693,15.30397895,4086.380653,2.400729878,2.977824208,0.020402728,0,829.3758185
Tanker,17474.30705,160.0,97.32527492,17.52618202,2829.076088,1.542141443,13.10538649,0.937635452,0,710.5898137
Tanker,5000.0,160.0,66.62315497,18.33051659,2925.70397,5.480370632,9.700151402,-0.160268488,0,234.4710955
Container,16978.4071,183.3116517,56.52898992,13.86191979,2504.113488,4.439813672,15.31369811,0.917353287,0,1101.141244
Container,11035.87658,160.0,63.34948766,12.58020342,5003.530368,3.122032353,15.88765688,0.511642566,0,1388.147156
Container,19109.98327,167.0793356,95.73072158,13.28942768,1639.081605,4.856605065,4.14347686,0.152144076,1,688.5704938
Bulk Carrier,17043.11411,204.0071418,46.05275574,14.24150913,3543.299594,1.43255629,13.63233526,1.409713834,0,1267.461398
Bulk Carrier,5799.663882,178.1187057,58.57227159,14.43033767,5713.168295,5.630951322,7.099639516,0.537881491,1,701.3597229
Bulk Carrier,16935.99,160.36,58.79,11.48,63.79,2.46,6.15,0.02,0,16.1984
Tanker,15798.28276,188.6836084,57.39126814,15.01702074,1495.552289,4.085043713,9.689177492,0.318664159,0,536.5990959
Container,17778.18547,172.9775452,86.50287271,13.79293166,1934.139748,0.77679146,7.142627309,1.449116244,0,529.5850483
Tanker,7120.975295,171.2418526,93.99613179,14.53437776,3399.112429,5.112006725,13.28232013,-1.735048702,1,658.8997868
Tanker,13194.96342,160.0,51.04248406,12.96559135,2186.136002,0.989562496,3.242363494,1.955048556,0,426.1150501
Container,27436.31023,182.8001408,62.18304331,11.70820169,2176.770108,0.81464465,8.599287329,-0.379274899,0,1364.067133
Bulk Carrier,22775.95,170.15,94.88,19.63,157.34,2.07,7.11,0.61,1,37.1578
Container,18752.36548,163.6645072,41.30206865,8.0,5087.793954,1.433643913,3.140327636,-1.515838364,0,2713.793908
Tanker,16379.86683,172.862307,64.75666175,14.23417247,5655.084796,2.040961696,6.064898142,-1.866503168,0,1716.019581
Bulk Carrier,14524.81095,198.7529965,61.33444877,14.3892333,2273.332698,2.456985228,14.68250344,1.857295239,1,822.5876768
Container,11891.8922,220.0,75.3154075,11.28028817,3949.552653,5.159573617,13.3765871,-1.284463854,1,2168.378352
Container,16743.97109,160.2665205,61.94398687,15.18010149,3042.77733,4.507535759,9.029359146,-1.523056739,0,1029.516848
Bulk Carrier,7572.194891,174.7504475,98.43753441,17.37618126,5084.972674,2.583779396,17.57526621,1.464692251,0,766.8908273
Container,16748.67761,197.0415613,85.65049975,12.94802027,700.0371099,3.636749759,12.92802794,-0.707922592,1,369.6702899
Bulk Carrier,12028.39,161.2,77.18,15.53,191.46,0.58,6.6,0.33,0,28.1865
Tanker,12440.84444,179.9128867,71.71424156,11.18927006,3090.377388,3.857177121,5.538105888,1.795642295,0,873.7448634
Container,9930.316431,169.9122442,47.83307972,18.60559827,3149.861897,2.04768696,7.724154958,-1.753748066,0,491.9643104
Bulk Carrier,9514.32,164.54,53.97,8.63,293.6,1.79,2.26,1.25,0,56.7342
Bulk Carrier,22575.81729,189.9311307,90.73470997,15.01433345,3877.640025,2.676470944,9.676166129,0.422297596,1,2082.507868
Container,13560.71959,200.8830265,79.65373844,11.37898081,893.8223894,4.111792349,9.879327858,0.014715945,0,364.3880322
Tanker,9562.699315,220.0,49.94871198,15.44452078,2265.027696,0.917912869,13.34166489,0.857299233,0,486.2884794
Container,14456.19109,160.0,70.86989439,14.44603431,1635.039055,1.245871817,2.080274658,-1.911289862,1,390.2305539
Container,9255.117154,217.3591794,41.33558965,14.78762905,5237.533066,5.368086165,7.596607174,0.468775113,0,1207.810624
Tanker,11983.84301,160.0,67.30157756,14.89467217,3514.510503,2.845707791,8.896561138,0.275408672,1,867.075007
Container,14856.3,173.4,94.23,11.68,98.82,0.94,2.76,1.49,0,24.4172
Container,18587.18993,206.4730807,65.17081211,12.29852118,4428.205221,3.231733898,6.716697784,-0.540676742,1,2528.025375
Container,17023.87368,169.852549,77.70725217,16.20644737,4652.833163,4.08388023,13.39150596,-1.52144338,0,1598.026852
Container,25623.64,177.55,67.41,16.3,231.52,1.16,5.96,1.38,0,76.1113
Bulk Carrier,15838.61538,165.4201908,51.62628574,14.46894929,1261.943127,2.70035518,14.8458964,1.79370658,1,407.287228
Bulk Carrier,18870.23694,183.3680184,93.34842965,13.59955067,5712.309402,1.82623993,8.274021899,0.548056166,0,2371.656979
